ImageId,fold
20190804141608_20190804141830_tile_5337,4
20190823074026_20190823074323_tile_2205,4
20190822154325_20190822154559_tile_9333,2
20190822134835_20190822135131_tile_4482,0
20190823135623_20190823135909_tile_1104,3
20190823100628_20190823100943_tile_5438,1
20190822095638_20190822095937_tile_7428,3
20190823070415_20190823070716_tile_6354,4
20190823144405_20190823144711_tile_3342,3
20190823135139_20190823135448_tile_1428,3
20190822141600_20190822141831_tile_8907,0
20190823145732_20190823150016_tile_7337,4
20190822160239_20190822160529_tile_3895,1
20190823132244_20190823132535_tile_2803,2
20190823130239_20190823130540_tile_3619,3
20190823071331_20190823071608_tile_836,4
20190804122434_20190804122704_tile_6459,0
20190823160351_20190823160645_tile_8185,1
20190804114132_20190804114404_tile_10820,2
20190823092528_20190823092835_tile_1217,0
20190823080230_20190823080526_tile_1973,3
20190804121908_20190804122131_tile_6664,3
20190823100628_20190823100943_tile_5431,3
20190804133705_20190804133940_tile_5542,3
20190823072207_20190823072458_tile_5767,3
20190804132031_20190804132301_tile_9503,1
20190823125732_20190823130048_tile_1933,4
20190823131240_20190823131533_tile_7542,0
20190823130736_20190823131054_tile_4266,3
20190823143529_20190823143813_tile_4439,2
20190822102427_20190822102736_tile_6108,4
20190822142505_20190822142747_tile_6840,2
20190823085011_20190823085317_tile_6953,1
20190823151559_20190823151919_tile_5602,3
20190823150417_20190823150712_tile_10321,0
20190822135802_20190822140055_tile_1765,2
20190822155125_20190822155355_tile_7372,3
20190822101929_20190822102224_tile_10375,3
20190823140636_20190823140937_tile_10425,4
20190823082145_20190823082444_tile_7811,1
20190822154325_20190822154559_tile_9323,0
20190823161806_20190823162129_tile_2735,2
20190823143529_20190823143813_tile_4441,1
20190823161806_20190823162129_tile_2748,3
20190822071501_20190822071737_tile_6729,1
20190822142505_20190822142747_tile_6832,4
20190822152811_20190822153054_tile_4,1
20190822154658_20190822154950_tile_9389,2
20190822072404_20190822072642_tile_6776,4
20190823094552_20190823094850_tile_10601,2
20190804143251_20190804143533_tile_339,2
20190822072817_20190822073109_tile_10136,4
20190823144002_20190823144238_tile_10097,2
20190804123547_20190804123823_tile_6157,0
20190822102956_20190822103254_tile_4108,0
20190823130239_20190823130540_tile_3614,3
20190823161251_20190823161546_tile_8309,3
20190823101748_20190823102106_tile_9440,0
20190823080717_20190823081024_tile_3071,3
20190822155125_20190822155355_tile_7384,0
20190822090458_20190822090745_tile_6611,3
20190822151944_20190822152215_tile_7005,4
20190822154325_20190822154559_tile_9339,0
20190823124221_20190823124528_tile_9869,0
20190823153025_20190823153316_tile_5078,4
20190804135937_20190804140208_tile_6565,1
20190822065725_20190822065959_tile_7267,3
20190823124735_20190823125042_tile_2248,4
20190823085444_20190823085754_tile_943,3
20190822154658_20190822154950_tile_9381,2
20190804123547_20190804123823_tile_6161,1
20190822151108_20190822151351_tile_8075,4
20190823152527_20190823152847_tile_5810,3
20190822080151_20190822080440_tile_622,4
20190823152057_20190823152354_tile_1268,0
20190823084056_20190823084400_tile_3451,3
20190823073047_20190823073350_tile_7971,2
20190823100628_20190823100943_tile_5444,4
20190822153149_20190822153444_tile_1059,2
20190822135802_20190822140055_tile_1756,0
20190804143846_20190804144102_tile_5714,1
20190823144405_20190823144711_tile_3331,1
20190804120223_20190804120456_tile_69,4
20190823134629_20190823134924_tile_8243,0
20190823090045_20190823090358_tile_998,1
20190822070610_20190822070846_tile_3725,1
20190823124735_20190823125042_tile_2262,1
20190804135937_20190804140208_tile_6566,1
20190804130422_20190804130643_tile_3184,0
20190823093023_20190823093332_tile_8948,4
20190823095600_20190823095931_tile_10979,2
20190823123151_20190823123459_tile_2310,3
20190822142017_20190822142316_tile_9269,0
20190823075755_20190823080053_tile_10764,4
20190823142603_20190823142913_tile_3564,3
20190823100116_20190823100432_tile_2361,4
20190804130422_20190804130643_tile_3176,0
20190822155902_20190822160145_tile_880,3
20190823081159_20190823081456_tile_5211,2
20190822145028_20190822145325_tile_9216,1
20190823135139_20190823135448_tile_1429,0
20190822092149_20190822092450_tile_1707,1
20190822153558_20190822153835_tile_2526,4
20190804143846_20190804144102_tile_5710,0
20190822150221_20190822150509_tile_8519,2
20190823082625_20190823082938_tile_449,1
20190823093548_20190823093858_tile_5485,2
20190823154802_20190823155103_tile_9769,0
20190822154325_20190822154559_tile_9336,1
20190804145216_20190804145445_tile_6508,0
20190822082047_20190822082347_tile_4334,0
20190823070853_20190823071152_tile_2027,2
20190822094509_20190822094813_tile_165,3
20190804125251_20190804125541_tile_6886,4
20190823084056_20190823084400_tile_3458,2
20190822161458_20190822161736_tile_8411,0
20190804133705_20190804133940_tile_5557,0
20190823065938_20190823070236_tile_2151,1
20190804121908_20190804122131_tile_6673,3
20190804134228_20190804134450_tile_1867,1
20190823142603_20190823142913_tile_3554,3
20190823082625_20190823082938_tile_451,4
20190822162246_20190822162529_tile_7641,2
20190822072817_20190822073109_tile_10138,4
20190822085638_20190822085935_tile_10660,3
20190804141608_20190804141830_tile_5338,3
20190804145216_20190804145445_tile_6518,4
20190823072627_20190823072925_tile_10482,0
20190822133333_20190822133635_tile_7760,4
20190823130736_20190823131054_tile_4267,0
20190804111224_20190804111453_tile_8691,3
20190822164304_20190822164613_tile_3384,4
20190822155502_20190822155747_tile_4658,1
20190822085151_20190822085445_tile_560,4
20190822134328_20190822134645_tile_7063,2
20190822073746_20190822074042_tile_5388,4
20190823151153_20190823151440_tile_6048,0
20190823094552_20190823094850_tile_10593,0
20190822100953_20190822101249_tile_8835,0
20190823131744_20190823132104_tile_3507,1
20190822144546_20190822144829_tile_7600,0
20190822142017_20190822142316_tile_9273,2
20190822065241_20190822065541_tile_2568,1
20190804143846_20190804144102_tile_5704,1
20190822161837_20190822162134_tile_1596,3
20190823065021_20190823065333_tile_9170,0
20190822084226_20190822084526_tile_3231,3
20190823140636_20190823140937_tile_10436,2
20190822145832_20190822150114_tile_9601,4
20190804113009_20190804113242_tile_4804,4
20190823153502_20190823153756_tile_3843,3
20190822150641_20190822150929_tile_9986,4
20190823084056_20190823084400_tile_3448,4
20190804141608_20190804141830_tile_5328,2
20190822150221_20190822150509_tile_8529,1
20190822100114_20190822100413_tile_677,1
20190822083256_20190822083600_tile_10921,1
20190823074026_20190823074323_tile_2202,0
20190823074455_20190823074758_tile_10207,4
20190823155824_20190823160121_tile_4548,2
20190822143613_20190822143904_tile_4913,0
20190823100628_20190823100943_tile_5448,4
20190822085638_20190822085935_tile_10650,0
20190822164304_20190822164613_tile_3388,2
20190822143107_20190822143418_tile_1540,2
20190822083256_20190822083600_tile_10928,0
20190823071743_20190823072036_tile_2634,3
20190804124148_20190804124417_tile_1313,0
20190823071743_20190823072036_tile_2633,4
20190823072207_20190823072458_tile_5758,1
20190822071501_20190822071737_tile_6726,4
20190823130736_20190823131054_tile_4277,2
20190822162621_20190822162906_tile_5653,0
20190823090554_20190823090904_tile_5033,3
20190823065021_20190823065333_tile_9155,4
20190822094509_20190822094813_tile_170,4
20190823101748_20190823102106_tile_9447,4
20190822090458_20190822090745_tile_6616,1
20190823153931_20190823154211_tile_6409,4
20190822161458_20190822161736_tile_8418,0
20190823160351_20190823160645_tile_8188,3
20190823072207_20190823072458_tile_5751,2
20190823083119_20190823083425_tile_2086,4
20190823143102_20190823143400_tile_5997,2
20190823160819_20190823161113_tile_11040,2
20190822094509_20190822094813_tile_159,0
20190822163834_20190822164115_tile_7701,2
20190822155125_20190822155355_tile_7380,0
20190823152057_20190823152354_tile_1267,2
20190823101134_20190823101448_tile_2847,2
20190822095638_20190822095937_tile_7427,2
20190823133754_20190823134101_tile_279,0
20190822144046_20190822144338_tile_1477,4
20190804115720_20190804115941_tile_9546,4
20190823132244_20190823132535_tile_2790,4
20190804113009_20190804113242_tile_4802,0
20190823145306_20190823145612_tile_7221,2
20190804125251_20190804125541_tile_6882,3
20190823124221_20190823124528_tile_9875,1
20190822150221_20190822150509_tile_8527,3
20190822151944_20190822152215_tile_6993,2
20190823141123_20190823141407_tile_3131,0
20190823092528_20190823092835_tile_1220,3
20190822093113_20190822093410_tile_514,1
20190822163021_20190822163304_tile_8473,2
20190823080230_20190823080526_tile_1988,1
20190804142149_20190804142420_tile_9109,2
20190823071331_20190823071608_tile_831,3
20190804144353_20190804144627_tile_9937,2
20190822153558_20190822153835_tile_2540,1
20190804132547_20190804132826_tile_10868,1
20190822154658_20190822154950_tile_9394,2
20190822162246_20190822162529_tile_7645,3
20190822133333_20190822133635_tile_7759,2
20190822153931_20190822154218_tile_4602,1
20190822085638_20190822085935_tile_10657,2
20190804143251_20190804143533_tile_327,3
20190823072207_20190823072458_tile_5759,3
20190822073257_20190822073557_tile_2429,4
20190822152811_20190822153054_tile_10,0
20190823101748_20190823102106_tile_9444,3
20190823073526_20190823073827_tile_7500,2
20190822153931_20190822154218_tile_4596,3
20190804133131_20190804133356_tile_778,2
20190822073257_20190822073557_tile_2428,1
20190823125228_20190823125530_tile_8583,0
20190823140636_20190823140937_tile_10437,4
20190822075219_20190822075510_tile_8147,1
20190822065725_20190822065959_tile_7282,1
20190822091156_20190822091502_tile_120,2
20190822081617_20190822081907_tile_9823,0
20190823135139_20190823135448_tile_1436,3
20190823144002_20190823144238_tile_10091,3
20190822091156_20190822091502_tile_105,3
20190823094036_20190823094408_tile_10267,3
20190804115211_20190804115445_tile_8028,0
20190823072627_20190823072925_tile_10474,3
20190804120223_20190804120456_tile_67,2
20190822152811_20190822153054_tile_14,0
20190823155824_20190823160121_tile_4542,1
20190822160641_20190822160923_tile_4044,1
20190823095600_20190823095931_tile_10987,3
20190822155502_20190822155747_tile_4644,1
20190823082145_20190823082444_tile_7807,1
20190823151153_20190823151440_tile_6054,3
20190822160239_20190822160529_tile_3883,2
20190823080230_20190823080526_tile_1971,2
20190822144546_20190822144829_tile_7602,0
20190804130422_20190804130643_tile_3179,3
20190822141103_20190822141406_tile_4961,3
20190804120805_20190804121023_tile_6208,0
20190823150417_20190823150712_tile_10315,4
20190804142736_20190804142950_tile_1154,4
20190804115211_20190804115445_tile_8027,4
20190823145306_20190823145612_tile_7226,4
20190822153149_20190822153444_tile_1062,4
20190823090045_20190823090358_tile_990,1
20190804142149_20190804142420_tile_9113,4
20190804113605_20190804113825_tile_9005,4
20190822143107_20190822143418_tile_1531,1
20190822071501_20190822071737_tile_6714,0
20190823083119_20190823083425_tile_2097,2
20190822133333_20190822133635_tile_7765,1
20190823091132_20190823091448_tile_7928,0
20190822071025_20190822071321_tile_724,3
20190823081159_20190823081456_tile_5228,3
20190822081617_20190822081907_tile_9817,2
20190822073746_20190822074042_tile_5390,0
20190823142603_20190823142913_tile_3555,2
20190823145306_20190823145612_tile_7218,4
20190804124749_20190804125033_tile_3665,4
20190823153502_20190823153756_tile_3839,2
20190823100628_20190823100943_tile_5443,2
20190823080230_20190823080526_tile_1985,4
20190822094509_20190822094813_tile_164,0
20190823065021_20190823065333_tile_9158,4
20190822154658_20190822154950_tile_9392,1
20190823140636_20190823140937_tile_10434,1
20190822092149_20190822092450_tile_1713,4
20190822143107_20190822143418_tile_1542,1
20190804124749_20190804125033_tile_3669,1
20190822080619_20190822080931_tile_220,2
20190822075657_20190822080002_tile_10700,3
20190822101929_20190822102224_tile_10378,0
20190823065505_20190823065800_tile_398,2
20190823161806_20190823162129_tile_2732,3
20190822071924_20190822072224_tile_8625,2
20190823144849_20190823145144_tile_3288,3
20190823082145_20190823082444_tile_7823,0
20190823082625_20190823082938_tile_454,4
20190822093552_20190822093843_tile_9660,4
20190823074026_20190823074323_tile_2194,2
20190804144353_20190804144627_tile_9921,1
20190823101748_20190823102106_tile_9437,4
20190822163021_20190822163304_tile_8463,4
20190822102956_20190822103254_tile_4107,0
20190822163834_20190822164115_tile_7714,1
20190823133754_20190823134101_tile_284,0
20190822084703_20190822085003_tile_1377,1
20190823084527_20190823084841_tile_10533,1
20190822163425_20190822163708_tile_6302,3
20190804111224_20190804111453_tile_8681,0
20190823074455_20190823074758_tile_10192,2
20190823132244_20190823132535_tile_2788,1
20190823092528_20190823092835_tile_1204,1
20190804140510_20190804140727_tile_4707,2
20190804115211_20190804115445_tile_8033,4
20190822095638_20190822095937_tile_7437,2
20190823160819_20190823161113_tile_11034,1
20190804141038_20190804141312_tile_9067,0
20190823160351_20190823160645_tile_8183,4
20190822134835_20190822135131_tile_4479,3
20190822151108_20190822151351_tile_8093,2
20190804124749_20190804125033_tile_3664,4
20190822092635_20190822092926_tile_8351,4
20190822080151_20190822080440_tile_621,0
20190822070143_20190822070439_tile_7115,0
20190822154325_20190822154559_tile_9334,3
20190822134835_20190822135131_tile_4484,4
20190823153025_20190823153316_tile_5082,4
20190823131744_20190823132104_tile_3508,1
20190823083559_20190823083940_tile_5941,0
20190822153931_20190822154218_tile_4590,2
20190823144849_20190823145144_tile_3273,0
20190823153025_20190823153316_tile_5087,3
20190822163834_20190822164115_tile_7704,1
20190822142505_20190822142747_tile_6827,4
20190804132547_20190804132826_tile_10873,0
20190823134629_20190823134924_tile_8244,3
20190822084703_20190822085003_tile_1367,3
20190822072817_20190822073109_tile_10145,0
20190823140636_20190823140937_tile_10438,2
20190822095638_20190822095937_tile_7441,0
20190822071924_20190822072224_tile_8627,3
20190823090554_20190823090904_tile_5022,1
20190822072404_20190822072642_tile_6775,0
20190804134228_20190804134450_tile_1876,4
20190823153502_20190823153756_tile_3832,3
20190823073526_20190823073827_tile_7479,3
20190823081159_20190823081456_tile_5209,1
20190804141038_20190804141312_tile_9069,0
20190804145216_20190804145445_tile_6523,2
20190823131744_20190823132104_tile_3512,0
20190822093552_20190822093843_tile_9650,4
20190823074026_20190823074323_tile_2196,3
20190822160239_20190822160529_tile_3884,1
20190823085011_20190823085317_tile_6950,1
20190822155902_20190822160145_tile_877,3
20190822070143_20190822070439_tile_7102,2
20190822154325_20190822154559_tile_9325,4
20190823130239_20190823130540_tile_3617,0
20190823160819_20190823161113_tile_11042,1
20190822143613_20190822143904_tile_4911,2
20190822134835_20190822135131_tile_4480,0
20190804135937_20190804140208_tile_6569,2
20190822070610_20190822070846_tile_3723,1
20190804113009_20190804113242_tile_4798,2
20190822154658_20190822154950_tile_9393,4
20190804120805_20190804121023_tile_6207,4
20190822084703_20190822085003_tile_1368,1
20190822094025_20190822094322_tile_5863,4
20190804121908_20190804122131_tile_6668,3
20190823071331_20190823071608_tile_835,0
20190823065505_20190823065800_tile_392,4
20190804132547_20190804132826_tile_10863,4
20190822153558_20190822153835_tile_2529,1
20190822102427_20190822102736_tile_6101,0
20190823152057_20190823152354_tile_1273,4
20190804145216_20190804145445_tile_6513,2
20190822143613_20190822143904_tile_4919,0
20190822150221_20190822150509_tile_8528,1
20190823140636_20190823140937_tile_10423,1
20190822102427_20190822102736_tile_6114,1
20190822071924_20190822072224_tile_8635,0
20190823133754_20190823134101_tile_288,4
20190823093548_20190823093858_tile_5492,4
20190822102427_20190822102736_tile_6100,0
20190823153025_20190823153316_tile_5083,3
20190804143251_20190804143533_tile_337,0
20190823153931_20190823154211_tile_6421,4
20190822162621_20190822162906_tile_5664,4
20190804143846_20190804144102_tile_5709,2
20190823140636_20190823140937_tile_10424,1
20190823140636_20190823140937_tile_10430,2
20190823072207_20190823072458_tile_5763,3
20190822152811_20190822153054_tile_6,2
20190823151559_20190823151919_tile_5614,1
20190823083559_20190823083940_tile_5940,1
20190823133754_20190823134101_tile_291,1
20190823130736_20190823131054_tile_4265,1
20190822144546_20190822144829_tile_7587,4
20190823130239_20190823130540_tile_3627,1
20190823152057_20190823152354_tile_1270,0
20190823093023_20190823093332_tile_8946,4
20190823125228_20190823125530_tile_8568,2
20190804113009_20190804113242_tile_4809,0
20190804123018_20190804123239_tile_3008,2
20190822133830_20190822134118_tile_3787,1
20190822150221_20190822150509_tile_8511,1
20190822081617_20190822081907_tile_9812,3
20190823095600_20190823095931_tile_10969,1
20190823084056_20190823084400_tile_3446,0
20190823075318_20190823075613_tile_5286,0
20190822155502_20190822155747_tile_4660,0
20190822102956_20190822103254_tile_4100,1
20190823072207_20190823072458_tile_5752,3
20190822090458_20190822090745_tile_6617,1
20190822133830_20190822134118_tile_3773,2
20190823161251_20190823161546_tile_8298,1
20190804121908_20190804122131_tile_6672,3
20190823085011_20190823085317_tile_6947,3
20190823081159_20190823081456_tile_5210,1
20190823090554_20190823090904_tile_5019,0
20190804124749_20190804125033_tile_3676,4
20190804114647_20190804114904_tile_6252,1
20190804115720_20190804115941_tile_9555,0
20190822155502_20190822155747_tile_4659,3
20190823091132_20190823091448_tile_7915,4
20190822141600_20190822141831_tile_8896,3
20190804141038_20190804141312_tile_9059,3
20190822160239_20190822160529_tile_3893,4
20190823145732_20190823150016_tile_7327,0
20190804140510_20190804140727_tile_4705,0
20190823100116_20190823100432_tile_2374,1
20190822092149_20190822092450_tile_1701,4
20190822164803_20190822165101_tile_4219,1
20190823123717_20190823124038_tile_2681,1
20190823094552_20190823094850_tile_10591,4
20190822163021_20190822163304_tile_8461,4
20190822162246_20190822162529_tile_7657,3
20190823095034_20190823095347_tile_1824,1
20190823142603_20190823142913_tile_3563,0
20190804130928_20190804131204_tile_5133,0
20190804142736_20190804142950_tile_1151,0
20190804143846_20190804144102_tile_5702,4
20190822163425_20190822163708_tile_6300,2
20190822161837_20190822162134_tile_1606,0
20190823155824_20190823160121_tile_4544,4
20190823131744_20190823132104_tile_3514,3
20190823091635_20190823091951_tile_8793,4
20190823080230_20190823080526_tile_1975,2
20190823123717_20190823124038_tile_2675,2
20190823124221_20190823124528_tile_9871,3
20190822155902_20190822160145_tile_894,3
20190822072817_20190822073109_tile_10144,1
20190823151153_20190823151440_tile_6049,4
20190823143102_20190823143400_tile_5993,4
20190823142111_20190823142355_tile_3947,0
20190823101134_20190823101448_tile_2859,4
20190804145216_20190804145445_tile_6514,0
20190822093113_20190822093410_tile_507,4
20190822090458_20190822090745_tile_6619,4
20190804142149_20190804142420_tile_9110,4
20190823124735_20190823125042_tile_2253,4
20190822144546_20190822144829_tile_7606,4
20190804130422_20190804130643_tile_3181,1
20190822065241_20190822065541_tile_2573,4
20190823155824_20190823160121_tile_4539,0
20190823090045_20190823090358_tile_997,3
20190804120805_20190804121023_tile_6213,0
20190823144002_20190823144238_tile_10095,4
20190822094509_20190822094813_tile_166,2
20190804114132_20190804114404_tile_10819,3
20190804132031_20190804132301_tile_9507,2
20190822153558_20190822153835_tile_2533,4
20190823080230_20190823080526_tile_1986,4
20190823151153_20190823151440_tile_6039,3
20190823081159_20190823081456_tile_5227,3
20190822153931_20190822154218_tile_4587,2
20190822085638_20190822085935_tile_10655,0
20190822133333_20190822133635_tile_7756,3
20190823162315_20190823162606_tile_7866,0
20190823101748_20190823102106_tile_9433,0
20190823082145_20190823082444_tile_7819,0
20190822151523_20190822151826_tile_2903,2
20190822092635_20190822092926_tile_8363,1
20190823072207_20190823072458_tile_5765,0
20190823135623_20190823135909_tile_1115,1
20190823143529_20190823143813_tile_4430,4
20190822085151_20190822085445_tile_549,1
20190822161458_20190822161736_tile_8413,3
20190823084056_20190823084400_tile_3452,4
20190804124749_20190804125033_tile_3673,4
20190804141608_20190804141830_tile_5334,2
20190822071924_20190822072224_tile_8641,2
20190823132244_20190823132535_tile_2794,0
20190822162621_20190822162906_tile_5660,0
20190822074237_20190822074521_tile_4743,2
20190804121908_20190804122131_tile_6678,1
20190822084226_20190822084526_tile_3220,4
20190822142505_20190822142747_tile_6826,1
20190823153931_20190823154211_tile_6419,2
20190822101452_20190822101748_tile_4390,3
20190823071743_20190823072036_tile_2624,1
20190822071501_20190822071737_tile_6718,1
20190823094036_20190823094408_tile_10266,4
20190822084703_20190822085003_tile_1379,2
20190822142505_20190822142747_tile_6825,2
20190822071924_20190822072224_tile_8632,0
20190822084703_20190822085003_tile_1376,3
20190823132244_20190823132535_tile_2802,3
20190804115211_20190804115445_tile_8026,3
20190822095638_20190822095937_tile_7435,1
20190823140636_20190823140937_tile_10426,4
20190823153502_20190823153756_tile_3837,1
20190822075219_20190822075510_tile_8140,2
20190822085638_20190822085935_tile_10661,2
20190822145832_20190822150114_tile_9596,4
20190823094036_20190823094408_tile_10256,0
20190823153025_20190823153316_tile_5071,1
20190823081159_20190823081456_tile_5216,4
20190823154802_20190823155103_tile_9760,1
20190822081617_20190822081907_tile_9825,4
20190822073746_20190822074042_tile_5391,4
20190822143613_20190822143904_tile_4915,2
20190822155902_20190822160145_tile_891,4
20190804124749_20190804125033_tile_3675,4
20190822071025_20190822071321_tile_723,4
20190822160239_20190822160529_tile_3894,1
20190822072817_20190822073109_tile_10150,1
20190822141600_20190822141831_tile_8902,0
20190823072627_20190823072925_tile_10476,3
20190823143529_20190823143813_tile_4428,3
20190822074237_20190822074521_tile_4747,1
20190823071743_20190823072036_tile_2637,1
20190823071743_20190823072036_tile_2626,4
20190804142736_20190804142950_tile_1162,1
20190823100116_20190823100432_tile_2359,2
20190804120223_20190804120456_tile_64,2
20190823073526_20190823073827_tile_7496,1
20190823094552_20190823094850_tile_10597,0
20190823080717_20190823081024_tile_3058,1
20190822085638_20190822085935_tile_10662,1
20190823142603_20190823142913_tile_3571,0
20190823075755_20190823080053_tile_10767,1
20190823130239_20190823130540_tile_3610,1
20190822084703_20190822085003_tile_1372,4
20190822100953_20190822101249_tile_8848,2
20190822065725_20190822065959_tile_7278,3
20190823124221_20190823124528_tile_9865,2
20190823100628_20190823100943_tile_5441,0
20190823145306_20190823145612_tile_7217,4
20190823070853_20190823071152_tile_2039,1
20190822091719_20190822092011_tile_9700,2
20190823131744_20190823132104_tile_3503,3
20190823144849_20190823145144_tile_3279,2
20190823100628_20190823100943_tile_5437,3
20190804135937_20190804140208_tile_6563,2
20190822150641_20190822150929_tile_9971,3
20190804121908_20190804122131_tile_6670,0
20190804123018_20190804123239_tile_3021,3
20190822071924_20190822072224_tile_8631,0
20190823090045_20190823090358_tile_1001,3
20190822160641_20190822160923_tile_4042,0
20190822091719_20190822092011_tile_9707,3
20190804124148_20190804124417_tile_1320,4
20190822082047_20190822082347_tile_4317,1
20190823072627_20190823072925_tile_10478,2
20190823100628_20190823100943_tile_5442,2
20190823151559_20190823151919_tile_5610,0
20190822072817_20190822073109_tile_10149,3
20190804130422_20190804130643_tile_3168,1
20190822160641_20190822160923_tile_4043,1
20190822151523_20190822151826_tile_2913,2
20190823101748_20190823102106_tile_9438,2
20190822133830_20190822134118_tile_3785,4
20190822150641_20190822150929_tile_9989,0
20190822071924_20190822072224_tile_8637,2
20190804113009_20190804113242_tile_4805,1
20190822151108_20190822151351_tile_8091,0
20190823161806_20190823162129_tile_2746,0
20190804123018_20190804123239_tile_3022,2
20190823160819_20190823161113_tile_11043,2
20190823141628_20190823141922_tile_8732,4
20190822074237_20190822074521_tile_4751,3
20190804125251_20190804125541_tile_6876,3
20190804142149_20190804142420_tile_9115,0
20190822133333_20190822133635_tile_7755,3
20190822160239_20190822160529_tile_3898,3
20190822143613_20190822143904_tile_4916,2
20190823075755_20190823080053_tile_10766,4
20190823075755_20190823080053_tile_10760,0
20190823124735_20190823125042_tile_2256,2
20190823133754_20190823134101_tile_272,2
20190823142111_20190823142355_tile_3941,1
20190822143613_20190822143904_tile_4904,3
20190823071331_20190823071608_tile_833,0
20190822151523_20190822151826_tile_2910,0
20190823154802_20190823155103_tile_9766,2
20190822161837_20190822162134_tile_1598,4
20190823142603_20190823142913_tile_3558,0
20190822100953_20190822101249_tile_8851,2
20190823084056_20190823084400_tile_3443,4
20190822143107_20190822143418_tile_1547,1
20190823071743_20190823072036_tile_2630,4
20190823095600_20190823095931_tile_10971,4
20190822065241_20190822065541_tile_2570,1
20190823135623_20190823135909_tile_1111,2
20190823095600_20190823095931_tile_10973,4
20190822161837_20190822162134_tile_1602,3
20190823145306_20190823145612_tile_7213,1
20190804121908_20190804122131_tile_6669,3
20190822150641_20190822150929_tile_9977,3
20190823161251_20190823161546_tile_8301,3
20190823160819_20190823161113_tile_11036,4
20190823083559_20190823083940_tile_5917,2
20190823074026_20190823074323_tile_2208,3
20190822090458_20190822090745_tile_6621,0
20190823151559_20190823151919_tile_5595,2
20190822144546_20190822144829_tile_7598,3
20190823124735_20190823125042_tile_2250,4
20190804135332_20190804135556_tile_7164,0
20190823123717_20190823124038_tile_2676,3
20190822072404_20190822072642_tile_6772,1
20190823133754_20190823134101_tile_275,2
20190804135937_20190804140208_tile_6559,2
20190822073257_20190822073557_tile_2413,3
20190822164803_20190822165101_tile_4213,3
20190822155125_20190822155355_tile_7383,0
20190822155902_20190822160145_tile_893,2
20190804125251_20190804125541_tile_6890,1
20190823152057_20190823152354_tile_1258,1
20190823135139_20190823135448_tile_1430,4
20190823091132_20190823091448_tile_7913,2
20190822135802_20190822140055_tile_1754,2
20190823094552_20190823094850_tile_10596,4
20190804130928_20190804131204_tile_5124,2
20190822164304_20190822164613_tile_3401,3
20190822091719_20190822092011_tile_9710,0
20190804123018_20190804123239_tile_3019,3
20190804125251_20190804125541_tile_6879,3
20190823073047_20190823073350_tile_7975,3
20190822155902_20190822160145_tile_878,1
20190804111851_20190804112030_tile_5175,3
20190822094509_20190822094813_tile_175,1
20190822161837_20190822162134_tile_1603,2
20190823080230_20190823080526_tile_1980,0
20190823080717_20190823081024_tile_3062,2
20190822145832_20190822150114_tile_9598,1
20190822090458_20190822090745_tile_6624,3
20190823065021_20190823065333_tile_9161,3
20190823100116_20190823100432_tile_2371,2
20190823065938_20190823070236_tile_2135,1
20190822093552_20190822093843_tile_9649,1
20190823091635_20190823091951_tile_8797,4
20190823070415_20190823070716_tile_6360,3
20190823131240_20190823131533_tile_7541,4
20190823141123_20190823141407_tile_3113,2
20190822142017_20190822142316_tile_9271,1
20190804120223_20190804120456_tile_53,1
20190804130422_20190804130643_tile_3182,1
20190804143846_20190804144102_tile_5712,3
20190823080230_20190823080526_tile_1987,4
20190823090045_20190823090358_tile_1002,2
20190804135332_20190804135556_tile_7172,1
20190823065505_20190823065800_tile_394,1
20190804133131_20190804133356_tile_788,3
20190804133131_20190804133356_tile_774,2
20190823131744_20190823132104_tile_3497,1
20190822151523_20190822151826_tile_2905,0
20190822141600_20190822141831_tile_8893,0
20190804135937_20190804140208_tile_6570,4
20190804114647_20190804114904_tile_6260,2
20190822151944_20190822152215_tile_7006,4
20190804141038_20190804141312_tile_9065,0
20190822153558_20190822153835_tile_2539,4
20190822092149_20190822092450_tile_1704,2
20190823093548_20190823093858_tile_5486,4
20190822075657_20190822080002_tile_10715,1
20190823145306_20190823145612_tile_7208,3
20190822144046_20190822144338_tile_1483,3
20190822070143_20190822070439_tile_7113,1
20190823144002_20190823144238_tile_10092,0
20190804133705_20190804133940_tile_5547,2
20190823073047_20190823073350_tile_7990,1
20190822135802_20190822140055_tile_1769,1
20190823123717_20190823124038_tile_2682,1
20190823131744_20190823132104_tile_3504,3
20190823125732_20190823130048_tile_1918,2
20190822134328_20190822134645_tile_7046,2
20190822154658_20190822154950_tile_9384,2
20190823073526_20190823073827_tile_7487,3
20190822155902_20190822160145_tile_886,4
20190823155824_20190823160121_tile_4533,1
20190804141038_20190804141312_tile_9060,3
20190823161806_20190823162129_tile_2747,3
20190823071743_20190823072036_tile_2635,4
20190804124148_20190804124417_tile_1311,2
20190823073526_20190823073827_tile_7486,4
20190823081648_20190823081959_tile_4856,0
20190822135802_20190822140055_tile_1768,1
20190822093552_20190822093843_tile_9651,2
20190822160641_20190822160923_tile_4047,3
20190822144546_20190822144829_tile_7604,0
20190822142017_20190822142316_tile_9281,3
20190822164803_20190822165101_tile_4222,0
20190823143102_20190823143400_tile_6001,0
20190823141628_20190823141922_tile_8734,0
20190822161837_20190822162134_tile_1594,4
20190822065725_20190822065959_tile_7279,3
20190823144405_20190823144711_tile_3347,0
20190823100628_20190823100943_tile_5445,2
